lead_id,source_code,category code
lead_19867,source5,
lead_19868,source5,
lead_19869,source6,
lead_19870,source7,
lead_19871,source5,
lead_19872,source5,
lead_19873,source5,
lead_19874,source6,
lead_19875,source7,
lead_19876,source6,
lead_19877,source7,
lead_19878,source5,
lead_19879,source5,
lead_19880,source5,
lead_19881,source1,source1_1
lead_19882,source6,
lead_19883,source5,
lead_19884,source7,
lead_19885,source7,
lead_19886,source5,
lead_19887,source6,
lead_19888,source7,
lead_19889,source7,
lead_19890,source1,source1_5
lead_19891,source5,
lead_19892,source5,
lead_19893,source7,
lead_19894,source7,
lead_19895,source5,
lead_19896,source5,
lead_19897,source5,
lead_19898,source1,source1_6
lead_19899,source7,
lead_19900,source6,
lead_19901,source5,
lead_19902,source1,source1_5
lead_19903,source7,
lead_19904,source6,
lead_19905,source1,source1_6
lead_19906,source7,
lead_19907,source5,
lead_19908,source7,
lead_19909,source7,
lead_19910,source5,
lead_19911,source6,
lead_19912,source7,
lead_19913,source6,
lead_19914,source6,
lead_19915,source7,
lead_19916,source7,
lead_19917,source1,source1_10
lead_19918,source7,
lead_19919,source5,
lead_19920,source5,   
lead_19921,source6,   
lead_19922,source5,   
lead_19923,source5,   
lead_19924,source7,   
lead_19925,source1,source1_1
lead_19926,source6,   
lead_19927,source6,   
lead_19928,source7,   
lead_19929,source7,   
lead_19930,source5,   
lead_19931,source5,   
lead_19932,source7,   
lead_19933,source6,   
lead_19934,source5,   
lead_19935,source7,   
lead_19936,source7,   
lead_19937,source7,   
lead_19938,source5,   
lead_19939,source1,source1_1
lead_19940,source7,   
lead_19941,source6,   
lead_19942,source7,   
lead_19943,source6,   
lead_19944,source5,   
lead_19945,source5,   
lead_19946,source5,   
lead_19947,source5,   
lead_19948,source7,   
lead_19949,source7,   
lead_19950,source7,   
lead_19951,source7,   
lead_19952,source7,
lead_19953,source5,
lead_19954,source1,source1_1
lead_19955,source7,
lead_19956,source7,
lead_19957,source5,
lead_19958,source5,
lead_19959,source5,
lead_19960,source7,
lead_19961,source5,
lead_19962,source7,
lead_19963,source5,
lead_19964,source6,
lead_19965,source7,
lead_19966,source6,
lead_19967,source7,
lead_19968,source6,
lead_19969,source5,
lead_19970,source7,
lead_19971,source6,
lead_19972,source5,
lead_19973,source5,
lead_19974,source7,
lead_19975,source5,
lead_19976,source7,
lead_19977,source7,
lead_19978,source5,
lead_19979,source5,
lead_19980,source7,
lead_19981,source6,
lead_19982,source7,
lead_19983,source7,
lead_19984,source5,
lead_19985,source5,
lead_19986,source7,
lead_19987,source5,
lead_19988,source5,
lead_19989,source5,
lead_19990,source6,
lead_19991,source6,
lead_19992,source7,
lead_19993,source6,
lead_19994,source5,
lead_19995,source7,
lead_19996,source6,
lead_19997,source7,
lead_19998,source1,source1_5
lead_19999,source7,
lead_20000,source5,
lead_20001,source7,
lead_20002,source6,
lead_20003,source5,
lead_20004,source5,
lead_20005,source7,
lead_20006,source7,
lead_20007,source7,
lead_20008,source6,
lead_20009,source7,
lead_20010,source6,
lead_20011,source6,
lead_20012,source6,
lead_20013,source5,
lead_20014,source2,source2_4
lead_20015,source5,
lead_20016,source7,
lead_20017,source5,
lead_20018,source6,
lead_20019,source7,
lead_20020,source5,
lead_20021,source6,
lead_20022,source5,
lead_20023,source6,
lead_20024,source6,
lead_20025,source6,
lead_20026,source6,
lead_20027,source6,
lead_20028,source7,
lead_20029,source5,
lead_20030,source6,
lead_20031,source6,
lead_20032,source6,
lead_20033,source1,source1_5
lead_20034,source5,
lead_20035,source6,
lead_20036,source7,
lead_20037,source6,
lead_20038,source6,
lead_20039,source6,
lead_20040,source6,
lead_20041,source6,
lead_20042,source6,
lead_20043,source6,
lead_20044,source6,
lead_20045,source6,
lead_20046,source6,
lead_20047,source5,
lead_20048,source6,
lead_20049,source5,
lead_20050,source6,
lead_20051,source5,
lead_20052,source6,
lead_20053,source6,
lead_20054,source5,
lead_20055,source6,
lead_20056,source5,
lead_20057,source6,
lead_20058,source6,
lead_20059,source6,
lead_20060,source6,
lead_20061,source5,
lead_20062,source6,
lead_20063,source6,
lead_20064,source7,
lead_20065,source6,
lead_20066,source6,
lead_20067,source6,
lead_20068,source1,source1_1
lead_20069,source5,
lead_20070,source5,
lead_20071,source6,
lead_20072,source1,source1_5
lead_20073,source5,
lead_20074,source6,
lead_20075,source6,
lead_20076,source6,
lead_20077,source6,
lead_20078,source5,
lead_20079,source6,
lead_20080,source7,
lead_20081,source5,
lead_20082,source5,
lead_20083,source6,
lead_20084,source7,
lead_20085,source5,
lead_20086,source5,
lead_20087,source5,
lead_20088,source5,
lead_20089,source5,
lead_20090,source5,
lead_20091,source6,
lead_20092,source5,
lead_20093,source6,
lead_20094,source5,
lead_20095,source6,
lead_20096,source1,source1_50
lead_20097,source6,
lead_20098,source7,
lead_20099,source6,
lead_20100,source7,
lead_20101,source5,
lead_20102,source6,
lead_20103,source5,
lead_20104,source6,
lead_20105,source6,
lead_20106,source7,
lead_20107,source5,
lead_20108,source6,
lead_20109,source6,
lead_20110,source6,
lead_20111,source5,
lead_20112,source6,
lead_20113,source6,
lead_20114,source5,
lead_20115,source6,
lead_20116,source6,
lead_20117,source6,
lead_20118,source6,
lead_20119,source7,
lead_20120,source1,source1_6
lead_20121,source6,
lead_20122,source6,
lead_20123,source6,
lead_20124,source6,
lead_20125,source6,
lead_20126,source6,
lead_20127,source5,
lead_20128,source5,
lead_20129,source5,
lead_20130,source6,
lead_20131,source6,
lead_20132,source7,
lead_20133,source6,
lead_20134,source6,
lead_20135,source6,
lead_20136,source5,
lead_20137,source7,
lead_20138,source1,source1_6
lead_20139,source6,
lead_20140,source7,
lead_20141,source6,
lead_20142,source6,
lead_20143,source7,
lead_20144,source6,
lead_20145,source5,
lead_20146,source6,
lead_20147,source6,
lead_20148,source6,
lead_20149,source6,
lead_20150,source5,
lead_20151,source6,
lead_20152,source6,
lead_20153,source5,
lead_20154,source7,
lead_20155,source5,
lead_20156,source6,
lead_20157,source6,
lead_20158,source6,
lead_20159,source5,
lead_20160,source1,source1_50
lead_20161,source7,
lead_20162,source6,
lead_20163,source6,
lead_20164,source6,
lead_20165,source5,
lead_20166,source6,
lead_20167,source6,
lead_20168,source5,
lead_20169,source6,
lead_20170,source5,
lead_20171,source6,
lead_20172,source5,
lead_20173,source5,
lead_20174,source7,
lead_20175,source5,
lead_20176,source6,
lead_20177,source6,
lead_20178,source6,
lead_20179,source6,
lead_20180,source6,
lead_20181,source6,
lead_20182,source6,
lead_20183,source5,
lead_20184,source6,
lead_20185,source5,
lead_20186,source6,
lead_20187,source6,
lead_20188,source6,
lead_20189,source7,
lead_20190,source6,
lead_20191,source6,
lead_20192,source5,
lead_20193,source5,
lead_20194,source7,
lead_20195,source5,
lead_20196,source6,
lead_20197,source6,
lead_20198,source6,
lead_20199,source6,
lead_20200,source6,
lead_20201,source5,
lead_20202,source7,
lead_20203,source6,
lead_20204,source1,source1_6
lead_20205,source6,
lead_20206,source6,
lead_20207,source6,
lead_20208,source6,
lead_20209,source7,
lead_20210,source6,
lead_20211,source6,
lead_20212,source7,
lead_20213,source5,
lead_20214,source7,
lead_20215,source6,
lead_20216,source5,
lead_20217,source5,
lead_20218,source6,
lead_20219,source6,
lead_20220,source6,
lead_20221,source6,
lead_20222,source5,
lead_20223,source6,
lead_20224,source6,
lead_20225,source6,
lead_20226,source6,
lead_20227,source6,
lead_20228,source5,
lead_20229,source6,
lead_20230,source5,
lead_20231,source6,
lead_20232,source6,
lead_20233,source6,
lead_20234,source5,
lead_20235,source5,
lead_20236,source6,
lead_20237,source6,
lead_20238,source6,
lead_20239,source6,
lead_20240,source6,
lead_20241,source5,
lead_20242,source6,
lead_20243,source7,
lead_20244,source6,
lead_20245,source6,
lead_20246,source5,
lead_20247,source5,
lead_20248,source6,
lead_20249,source5,
lead_20250,source6,
lead_20251,source1,source1_5
lead_20252,source6,
lead_20253,source6,
lead_20254,source6,
lead_20255,source6,
lead_20256,source6,
lead_20257,source7,
lead_20258,source6,
lead_20259,source5,
lead_20260,source7,
lead_20261,source6,
lead_20262,source6,
lead_20263,source6,
lead_20264,source6,
lead_20265,source6,
lead_20266,source6,
lead_20267,source5,
lead_20268,source5,
lead_20269,source6,
lead_20270,source5,
lead_20271,source7,
lead_20272,source7,
lead_20273,source6,
lead_20274,source6,
lead_20275,source5,
lead_20276,source5,
lead_20277,source1,source1_6
lead_20278,source6,
lead_20279,source5,
lead_20280,source1,source1_1
lead_20281,source1,source1_22
lead_20282,source6,
lead_20283,source5,
lead_20284,source6,
lead_20285,source5,
lead_20286,source5,
lead_20287,source6,
lead_20288,source5,
lead_20289,source6,
lead_20290,source6,
lead_20291,source6,
lead_20292,source5,
lead_20293,source6,
lead_20294,source6,
lead_20295,source6,
lead_20296,source6,
lead_20297,source7,
lead_20298,source6,
lead_20299,source6,
lead_20300,source7,
lead_20301,source5,
lead_20302,source6,
lead_20303,source5,
lead_20304,source6,
lead_20305,source6,
lead_20306,source5,
lead_20307,source5,
lead_20308,source6,
lead_20309,source6,
lead_20310,source7,
lead_20311,source5,
lead_20312,source6,
lead_20313,source6,
lead_20314,source6,
lead_20315,source6,
lead_20316,source6,
lead_20317,source6,
lead_20318,source5,
lead_20319,source5,
lead_20320,source6,
lead_20321,source6,
lead_20322,source5,
lead_20323,source1,source1_6
lead_20324,source6,
lead_20325,source6,
lead_20326,source6,
lead_20327,source6,
lead_20328,source7,
lead_20329,source7,
lead_20330,source5,
lead_20331,source7,
lead_20332,source5,
lead_20333,source5,
lead_20334,source6,
lead_20335,source6,
lead_20336,source6,
lead_20337,source6,
lead_20338,source6,
lead_20339,source5,
lead_20340,source6,
lead_20341,source6,
lead_20342,source6,
lead_20343,source6,
lead_20344,source6,
lead_20345,source5,
lead_20346,source6,
lead_20347,source5,
lead_20348,source5,
lead_20349,source6,
lead_20350,source6,
lead_20351,source5,
lead_20352,source5,
lead_20353,source5,
lead_20354,source5,
lead_20355,source6,
lead_20356,source6,
lead_20357,source6,
lead_20358,source6,
lead_20359,source6,
lead_20360,source6,
lead_20361,source6,
lead_20362,source5,
lead_20363,source6,
lead_20364,source6,
lead_20365,source6,
lead_20366,source6,
lead_20367,source1,source1_1
lead_20368,source5,
lead_20369,source6,
lead_20370,source6,
lead_20371,source7,
lead_20372,source6,
lead_20373,source6,
lead_20374,source6,
lead_20375,source5,
lead_20376,source7,
lead_20377,source6,
lead_20378,source6,
lead_20379,source6,
lead_20380,source1,source1_1
lead_20381,source5,
lead_20382,source6,
lead_20383,source6,
lead_20384,source5,
lead_20385,source6,
lead_20386,source5,
lead_20387,source6,
lead_20388,source6,
lead_20389,source5,
lead_20390,source6,
lead_20391,source6,
lead_20392,source5,
lead_20393,source6,
lead_20394,source5,
lead_20395,source6,
lead_20396,source6,
lead_20397,source4,source4_1
lead_20398,source6,
lead_20399,source6,
lead_20400,source7,
lead_20401,source6,
lead_20402,source5,
lead_20403,source6,
lead_20404,source6,
lead_20405,source6,
lead_20406,source6,
lead_20407,source5,
lead_20408,source5,
lead_20409,source6,
lead_20410,source6,
lead_20411,source5,
lead_20412,source6,
lead_20413,source7,
lead_20414,source6,
lead_20415,source6,
lead_20416,source5,
lead_20417,source6,
lead_20418,source6,
lead_20419,source5,
lead_20420,source1,source1_50
lead_20421,source7,
lead_20422,source7,
lead_20423,source6,
lead_20424,source5,
lead_20425,source6,
lead_20426,source5,
lead_20427,source6,
lead_20428,source5,
lead_20429,source6,
lead_20430,source6,
lead_20431,source5,
lead_20432,source5,
lead_20433,source6,
lead_20434,source5,
lead_20435,source6,
lead_20436,source6,
lead_20437,source5,
lead_20438,source5,
lead_20439,source6,
lead_20440,source7,
lead_20441,source5,
lead_20442,source7,
lead_20443,source5,
lead_20444,source6,
lead_20445,source5,
lead_20446,source5,
lead_20447,source6,
lead_20448,source6,
lead_20449,source6,
lead_20450,source6,
lead_20451,source5,
lead_20452,source5,
lead_20453,source1,source1_6
lead_20454,source6,
lead_20455,source6,
lead_20456,source6,
lead_20457,source5,
lead_20458,source6,
lead_20459,source7,
lead_20460,source5,
lead_20461,source1,source1_5
lead_20462,source6,
lead_20463,source6,
lead_20464,source6,
lead_20465,source6,
lead_20466,source7,
lead_20467,source6,
lead_20468,source6,
lead_20469,source6,
lead_20470,source3,source3_5
lead_20471,source6,
lead_20472,source5,
lead_20473,source5,
lead_20474,source6,
lead_20475,source1,source1_10
lead_20476,source5,
lead_20477,source6,
lead_20478,source6,
lead_20479,source5,
lead_20480,source6,
lead_20481,source5,
lead_20482,source6,
lead_20483,source6,
lead_20484,source1,source1_121
lead_20485,source7,
lead_20486,source6,
lead_20487,source5,
lead_20488,source5,
lead_20489,source5,
lead_20490,source5,
lead_20491,source6,
lead_20492,source6,
lead_20493,source6,
lead_20494,source7,
lead_20495,source5,
lead_20496,source7,
lead_20497,source6,
lead_20498,source5,
lead_20499,source6,
lead_20500,source5,
lead_20501,source1,source1_121
lead_20502,source6,
lead_20503,source5,
lead_20504,source6,
lead_20505,source6,
lead_20506,source6,
lead_20507,source5,
lead_20508,source6,
lead_20509,source5,
lead_20510,source6,
lead_20511,source5,
lead_20512,source6,
lead_20513,source6,
lead_20514,source5,
lead_20515,source6,
lead_20516,source5,
lead_20517,source7,
lead_20518,source5,
lead_20519,source5,
lead_20520,source5,
lead_20521,source5,
lead_20522,source5,
lead_20523,source7,
lead_20524,source6,
lead_20525,source5,
lead_20526,source5,
lead_20527,source7,
lead_20528,source7,
lead_20529,source6,
lead_20530,source6,
lead_20531,source6,
lead_20532,source5,
lead_20533,source5,
lead_20534,source5,
lead_20535,source6,
lead_20536,source6,
lead_20537,source6,
lead_20538,source5,
lead_20539,source6,
lead_20540,source5,
lead_20541,source5,
lead_20542,source5,
lead_20543,source5,
lead_20544,source6,
lead_20545,source6,
lead_20546,source5,
lead_20547,source5,
lead_20548,source6,
lead_20549,source5,
lead_20550,source6,
lead_20551,source6,
lead_20552,source6,
lead_20553,source6,
lead_20554,source6,
lead_20555,source7,
lead_20556,source6,
lead_20557,source6,
lead_20558,source6,
lead_20559,source6,
lead_20560,source6,
lead_20561,source6,
lead_20562,source6,
lead_20563,source6,
lead_20564,source6,
lead_20565,source6,
lead_20566,source6,
lead_20567,source6,
lead_20568,source6,
lead_20569,source5,
lead_20570,source6,
lead_20571,source7,
lead_20572,source6,
lead_20573,source6,
lead_20574,source5,
lead_20575,source6,
lead_20576,source5,
lead_20577,source5,
lead_20578,source6,
lead_20579,source5,
lead_20580,source6,
lead_20581,source5,
lead_20582,source6,
lead_20583,source6,
lead_20584,source6,
lead_20585,source5,
lead_20586,source6,
lead_20587,source6,
lead_20588,source6,
lead_20589,source6,
lead_20590,source5,
lead_20591,source6,
lead_20592,source7,
lead_20593,source5,
lead_20594,source5,
lead_20595,source7,
lead_20596,source5,
lead_20597,source6,
lead_20598,source1,source1_6
lead_20599,source6,
lead_20600,source6,
lead_20601,source5,
lead_20602,source5,
lead_20603,source6,
lead_20604,source5,
lead_20605,source6,
lead_20606,source6,
lead_20607,source6,
lead_20608,source7,
lead_20609,source6,
lead_20610,source6,
lead_20611,source6,
lead_20612,source6,
lead_20613,source6,
lead_20614,source6,
lead_20615,source6,
lead_20616,source6,
lead_20617,source6,
lead_20618,source6,
lead_20619,source6,
lead_20620,source6,
lead_20621,source6,
lead_20622,source5,
lead_20623,source6,
lead_20624,source5,
lead_20625,source1,source1_5
lead_20626,source7,
lead_20627,source7,
lead_20628,source6,
lead_20629,source7,
lead_20630,source6,
lead_20631,source6,
lead_20632,source6,
lead_20633,source6,
lead_20634,source7,
lead_20635,source7,
lead_20636,source6,
lead_20637,source6,
lead_20638,source6,
lead_20639,source5,
lead_20640,source6,
lead_20641,source6,
lead_20642,source6,
lead_20643,source6,
lead_20644,source6,
lead_20645,source6,
lead_20646,source5,
lead_20647,source5,
lead_20648,source5,
lead_20649,source5,
lead_20650,source6,
lead_20651,source6,
lead_20652,source6,
lead_20653,source5,
lead_20654,source7,
lead_20655,source6,
lead_20656,source6,
lead_20657,source6,
lead_20658,source7,
lead_20659,source1,source1_1
lead_20660,source6,
lead_20661,source6,
lead_20662,source5,
lead_20663,source6,
lead_20664,source6,
lead_20665,source5,
lead_20666,source7,
lead_20667,source6,
lead_20668,source1,source1_33
lead_20669,source6,
lead_20670,source5,
lead_20671,source6,
lead_20672,source6,
lead_20673,source6,
lead_20674,source5,
lead_20675,source6,
lead_20676,source6,
lead_20677,source6,
lead_20678,source5,
lead_20679,source6,
lead_20680,source7,
lead_20681,source7,
lead_20682,source6,
lead_20683,source6,
lead_20684,source5,
lead_20685,source6,
lead_20686,source6,
lead_20687,source5,
lead_20688,source6,
lead_20689,source7,
lead_20690,source6,
lead_20691,source6,
lead_20692,source7,
lead_20693,source6,
lead_20694,source6,
lead_20695,source6,
lead_20696,source5,
lead_20697,source6,
lead_20698,source6,
lead_20699,source6,
lead_20700,source6,
lead_20701,source5,
lead_20702,source5,
lead_20703,source6,
lead_20704,source5,
lead_20705,source5,
lead_20706,source6,
lead_20707,source5,
lead_20708,source6,
lead_20709,source6,
lead_20710,source6,
lead_20711,source6,
lead_20712,source5,
lead_20713,source6,
lead_20714,source6,
lead_20715,source6,
lead_20716,source6,
lead_20717,source5,
lead_20718,source6,
lead_20719,source7,
lead_20720,source6,
lead_20721,source6,
lead_20722,source7,
lead_20723,source7,
lead_20724,source5,
lead_20725,source6,
lead_20726,source5,
lead_20727,source6,
lead_20728,source5,
lead_20729,source6,
lead_20730,source5,
lead_20731,source5,
lead_20732,source6,
lead_20733,source5,
lead_20734,source7,
lead_20735,source1,source1_6
lead_20736,source5,
lead_20737,source7,
lead_20738,source1,source1_6
lead_20739,source6,
lead_20740,source6,
lead_20741,source6,
lead_20742,source6,
lead_20743,source7,
lead_20744,source6,
lead_20745,source5,
lead_20746,source5,
lead_20747,source5,
lead_20748,source6,
lead_20749,source6,
lead_20750,source1,source1_7
lead_20751,source6,
lead_20752,source6,
lead_20753,source6,
lead_20754,source5,
lead_20755,source5,
lead_20756,source6,
lead_20757,source6,
lead_20758,source6,
lead_20759,source6,
lead_20760,source6,
lead_20761,source5,
lead_20762,source7,
lead_20763,source6,
lead_20764,source5,
lead_20765,source6,
lead_20766,source5,
lead_20767,source6,
lead_20768,source6,
lead_20769,source6,
lead_20770,source6,
lead_20771,source6,
lead_20772,source6,
lead_20773,source6,
lead_20774,source7,
lead_20775,source7,
lead_20776,source5,
lead_20777,source6,
lead_20778,source6,
lead_20779,source6,
lead_20780,source5,
lead_20781,source7,
lead_20782,source4,source4_2
lead_20783,source5,
lead_20784,source5,
lead_20785,source6,
lead_20786,source6,
lead_20787,source5,
lead_20788,source5,
lead_20789,source6,
lead_20790,source7,
lead_20791,source6,
lead_20792,source5,
lead_20793,source6,
lead_20794,source6,
lead_20795,source5,
lead_20796,source1,source1_1
lead_20797,source6,
lead_20798,source5,
lead_20799,source6,
lead_20800,source6,
lead_20801,source6,
lead_20802,source6,
lead_20803,source6,
lead_20804,source5,
lead_20805,source6,
lead_20806,source5,
lead_20807,source6,
lead_20808,source6,
lead_20809,source6,
lead_20810,source7,
lead_20811,source6,
lead_20812,source7,
lead_20813,source6,
lead_20814,source7,
lead_20815,source6,
lead_20816,source7,
lead_20817,source5,
lead_20818,source7,
lead_20819,source5,
lead_20820,source5,
lead_20821,source5,
lead_20822,source6,
lead_20823,source6,
lead_20824,source5,
lead_20825,source3,source3_4
lead_20826,source7,
lead_20827,source7,
lead_20828,source5,
lead_20829,source6,
lead_20830,source5,
lead_20831,source6,
lead_20832,source6,
lead_20833,source7,
lead_20834,source5,
lead_20835,source5,
lead_20836,source5,
lead_20837,source7,
lead_20838,source5,
lead_20839,source6,
lead_20840,source6,
lead_20841,source7,
lead_20842,source6,
lead_20843,source5,
lead_20844,source6,
lead_20845,source5,
lead_20846,source6,
lead_20847,source6,
lead_20848,source6,
lead_20849,source7,
lead_20850,source6,
lead_20851,source5,
lead_20852,source6,
lead_20853,source6,
lead_20854,source7,
lead_20855,source6,
lead_20856,source6,
lead_20857,source6,
lead_20858,source6,
lead_20859,source5,
lead_20860,source6,
lead_20861,source7,
lead_20862,source6,
lead_20863,source6,
lead_20864,source7,
lead_20865,source7,
lead_20866,source6,
lead_20867,source6,
lead_20868,source5,
lead_20869,source6,
lead_20870,source6,
lead_20871,source6,
lead_20872,source6,
lead_20873,source6,
lead_20874,source6,
lead_20875,source5,
lead_20876,source6,
lead_20877,source7,
lead_20878,source6,
lead_20879,source5,
lead_20880,source7,
lead_20881,source5,
lead_20882,source6,
lead_20883,source6,
lead_20884,source1,source1_10
lead_20885,source6,
lead_20886,source6,
lead_20887,source6,
lead_20888,source6,
lead_20889,source6,
lead_20890,source6,
lead_20891,source6,
lead_20892,source7,
lead_20893,source5,
lead_20894,source6,
lead_20895,source1,source1_10
lead_20896,source5,
lead_20897,source5,
lead_20898,source6,
lead_20899,source6,
lead_20900,source6,
lead_20901,source6,
lead_20902,source6,
lead_20903,source1,source1_6
lead_20904,source6,
lead_20905,source5,
lead_20906,source6,
lead_20907,source5,
lead_20908,source6,
lead_20909,source7,
lead_20910,source7,
lead_20911,source6,
lead_20912,source7,
lead_20913,source6,
lead_20914,source6,
lead_20915,source6,
lead_20916,source5,
lead_20917,source5,
lead_20918,source1,source1_1
lead_20919,source1,source1_6
lead_20920,source5,
lead_20921,source6,
lead_20922,source5,
lead_20923,source6,
lead_20924,source5,
lead_20925,source5,
lead_20926,source7,
lead_20927,source5,
lead_20928,source7,
lead_20929,source5,
lead_20930,source5,
lead_20931,source6,
lead_20932,source6,
lead_20933,source6,
lead_20934,source5,
lead_20935,source5,
lead_20936,source7,
lead_20937,source7,
lead_20938,source7,
lead_20939,source6,
lead_20940,source6,
lead_20941,source6,
lead_20942,source6,
lead_20943,source6,
lead_20944,source5,
lead_20945,source5,
lead_20946,source6,
lead_20947,source5,
lead_20948,source6,
lead_20949,source6,
lead_20950,source6,
lead_20951,source6,
lead_20952,source7,
lead_20953,source7,
lead_20954,source6,
lead_20955,source5,
lead_20956,source6,
lead_20957,source6,
lead_20958,source6,
lead_20959,source5,
lead_20960,source6,
lead_20961,source6,
lead_20962,source5,
lead_20963,source1,source1_51
lead_20964,source6,
lead_20965,source6,
lead_20966,source6,
lead_20967,source7,
lead_20968,source5,
lead_20969,source6,
lead_20970,source6,
lead_20971,source6,
lead_20972,source6,
lead_20973,source5,
lead_20974,source5,
lead_20975,source5,
lead_20976,source7,
lead_20977,source6,
lead_20978,source6,
lead_20979,source5,
lead_20980,source7,
lead_20981,source6,
lead_20982,source7,
lead_20983,source7,
lead_20984,source7,
lead_20985,source6,
lead_20986,source6,
lead_20987,source5,
lead_20988,source6,
lead_20989,source6,
lead_20990,source6,
lead_20991,source6,
lead_20992,source6,
lead_20993,source6,
lead_20994,source6,
lead_20995,source6,
lead_20996,source7,
lead_20997,source5,
lead_20998,source5,
lead_20999,source6,
lead_21000,source7,
lead_21001,source6,
lead_21002,source5,
lead_21003,source6,
lead_21004,source6,
lead_21005,source6,
lead_21006,source5,
lead_21007,source5,
lead_21008,source6,
lead_21009,source6,
lead_21010,source7,
lead_21011,source5,
lead_21012,source7,
lead_21013,source5,
lead_21014,source5,
lead_21015,source5,
lead_21016,source6,
lead_21017,source5,
lead_21018,source6,
lead_21019,source5,
lead_21020,source6,
lead_21021,source5,
lead_21022,source6,
lead_21023,source6,
lead_21024,source5,
lead_21025,source6,
lead_21026,source5,
lead_21027,source6,
lead_21028,source6,
lead_21029,source6,
lead_21030,source6,
lead_21031,source5,
lead_21032,source6,
lead_21033,source5,
lead_21034,source6,
lead_21035,source6,
lead_21036,source5,
lead_21037,source6,
lead_21038,source6,
lead_21039,source5,
lead_21040,source7,
lead_21041,source6,
lead_21042,source7,
lead_21043,source7,
lead_21044,source6,
lead_21045,source5,
lead_21046,source7,
lead_21047,source6,
lead_21048,source5,
lead_21049,source6,
lead_21050,source7,
lead_21051,source5,
lead_21052,source5,
lead_21053,source5,
lead_21054,source7,
lead_21055,source5,
lead_21056,source7,
lead_21057,source6,
lead_21058,source6,
lead_21059,source6,
lead_21060,source6,
lead_21061,source6,
lead_21062,source6,
lead_21063,source6,
lead_21064,source6,
lead_21065,source6,
lead_21066,source6,
lead_21067,source6,
lead_21068,source6,
lead_21069,source5,
lead_21070,source6,
lead_21071,source6,
lead_21072,source5,
lead_21073,source5,
lead_21074,source7,
lead_21075,source6,
lead_21076,source6,
lead_21077,source6,
lead_21078,source6,
lead_21079,source6,
lead_21080,source6,
lead_21081,source6,
lead_21082,source5,
lead_21083,source5,
lead_21084,source5,
lead_21085,source7,
lead_21086,source7,
lead_21087,source6,
lead_21088,source5,
lead_21089,source1,source1_50
lead_21090,source1,source1_28
lead_21091,source6,
lead_21092,source5,
lead_21093,source1,source1_50
lead_21094,source6,
lead_21095,source7,
lead_21096,source6,
lead_21097,source6,
lead_21098,source6,
lead_21099,source6,
lead_21100,source6,
lead_21101,source6,
lead_21102,source6,
lead_21103,source6,
lead_21104,source5,
lead_21105,source5,
lead_21106,source7,
lead_21107,source5,
lead_21108,source7,
lead_21109,source6,
lead_21110,source5,
lead_21111,source6,
lead_21112,source6,
lead_21113,source6,
lead_21114,source6,
lead_21115,source6,
lead_21116,source6,
lead_21117,source6,
lead_21118,source6,
lead_21119,source7,
lead_21120,source7,
lead_21121,source6,
lead_21122,source6,
lead_21123,source5,
lead_21124,source6,
lead_21125,source6,
lead_21126,source6,
lead_21127,source6,
lead_21128,source1,source1_36
lead_21129,source1,source1_6
lead_21130,source6,
lead_21131,source5,
lead_21132,source6,
lead_21133,source7,
lead_21134,source1,source1_1
lead_21135,source5,
lead_21136,source5,
lead_21137,source7,
lead_21138,source6,
lead_21139,source6,
lead_21140,source6,
lead_21141,source6,
lead_21142,source5,
lead_21143,source5,
lead_21144,source6,
lead_21145,source6,
lead_21146,source6,
lead_21147,source5,
lead_21148,source7,
lead_21149,source6,
lead_21150,source5,
lead_21151,source7,
lead_21152,source6,
lead_21153,source5,
lead_21154,source5,
lead_21155,source5,
lead_21156,source6,
lead_21157,source5,
lead_21158,source6,
lead_21159,source5,
lead_21160,source1,source1_6
lead_21161,source6,
lead_21162,source6,
lead_21163,source6,
lead_21164,source6,
lead_21165,source6,
lead_21166,source5,
lead_21167,source7,
lead_21168,source6,
lead_21169,source6,
lead_21170,source6,
lead_21171,source6,
lead_21172,source6,
lead_21173,source6,
lead_21174,source6,
lead_21175,source6,
lead_21176,source6,
lead_21177,source6,
lead_21178,source6,
lead_21179,source6,
lead_21180,source1,source1_1
lead_21181,source7,
lead_21182,source5,
lead_21183,source6,
lead_21184,source6,
lead_21185,source5,
lead_21186,source1,source1_1
lead_21187,source7,
lead_21188,source7,
lead_21189,source6,
lead_21190,source6,
lead_21191,source6,
lead_21192,source6,
lead_21193,source6,
lead_21194,source6,
lead_21195,source5,
lead_21196,source6,
lead_21197,source6,
lead_21198,source6,
lead_21199,source6,
lead_21200,source6,
lead_21201,source5,
lead_21202,source6,
lead_21203,source6,
lead_21204,source6,
lead_21205,source7,
lead_21206,source6,
lead_21207,source5,
lead_21208,source5,
lead_21209,source6,
lead_21210,source6,
lead_21211,source5,
lead_21212,source7,
lead_21213,source6,
lead_21214,source7,
lead_21215,source6,
lead_21216,source6,
lead_21217,source5,
lead_21218,source6,
lead_21219,source7,
lead_21220,source1,source1_6
lead_21221,source6,
lead_21222,source5,
lead_21223,source5,
lead_21224,source6,
lead_21225,source1,source1_1
lead_21226,source5,
lead_21227,source6,
lead_21228,source1,source1_5
lead_21229,source6,
lead_21230,source5,
lead_21231,source1,source1_5
lead_21232,source7,
lead_21233,source7,
lead_21234,source7,
lead_21235,source7,
lead_21236,source5,
