lead_id,campaign_code,lead_status,total_dial_count
lead_5469,asset,Follow up,4
lead_5470,asset,Follow up,4
lead_5471,asset,Follow up,4
lead_5472,asset,Follow up,4
lead_5473,asset,Follow up,4
lead_5474,asset,Follow up,4
lead_5475,asset,Follow up,4
lead_5476,asset,Follow up,4
lead_5477,asset,Follow up,4
lead_5478,asset,Follow up,4
lead_5479,asset,Follow up,4
lead_5480,asset,Follow up,4
lead_5481,asset,Follow up,4
lead_5482,asset,Follow up,4
lead_5483,asset,Follow up,4
lead_5484,asset,Follow up,4
lead_5485,asset,Follow up,4
lead_5486,asset,Follow up,4
lead_5487,asset,Follow up,4
lead_5488,asset,Follow up,4
lead_5489,asset,Follow up,4
lead_5490,asset,Follow up,4
lead_5491,asset,Follow up,4
lead_5492,asset,Follow up,4
lead_5493,asset,Follow up,4
lead_5494,asset,Follow up,4
lead_5495,asset,Follow up,3
lead_5496,asset,Follow up,4
lead_5497,asset,Follow up,4
lead_5498,asset,Follow up,4
lead_5499,asset,Follow up,4
lead_5500,asset,Follow up,4
lead_5501,asset,Follow up,4
lead_5502,asset,Follow up,4
lead_5503,asset,Follow up,4
lead_5504,asset,Follow up,4
lead_5505,asset,Follow up,4
lead_5506,asset,Follow up,4
lead_5507,asset,Follow up,4
lead_5508,asset,Follow up,4
lead_5509,asset,Follow up,4
lead_5510,asset,Follow up,3
lead_5511,asset,Follow up,4
lead_5512,asset,Follow up,4
lead_5513,asset,Follow up,4
lead_5514,asset,Follow up,4
lead_5515,asset,Follow up,4
lead_5516,asset,Follow up,4
lead_5517,asset,Follow up,4
lead_5518,asset,Follow up,4
lead_5519,asset,Follow up,4
lead_5520,asset,Follow up,4
lead_5521,asset,Follow up,4
lead_5522,asset,Follow up,4
lead_5523,asset,Follow up,4
lead_5524,asset,Follow up,4
lead_5525,asset,Follow up,4
lead_5526,asset,Follow up,4
lead_5527,asset,Follow up,4
lead_5528,asset,Follow up,4
lead_5529,asset,Follow up,4
lead_5530,asset,Follow up,4
lead_5531,asset,Follow up,4
lead_5532,asset,Follow up,4
lead_5533,asset,Follow up,4
lead_5534,asset,Follow up,4
lead_5535,asset,Follow up,4
lead_5536,asset,Follow up,4
lead_5537,asset,Follow up,4
lead_5538,asset,Follow up,4
lead_5539,asset,Follow up,4
lead_5540,asset,Follow up,4
lead_5541,asset,Follow up,4
lead_5542,asset,Follow up,4
lead_5543,asset,Follow up,4
lead_5544,asset,Follow up,4
lead_5545,asset,Follow up,4
lead_5546,asset,Follow up,4
lead_5547,asset,Follow up,4
lead_5548,asset,Follow up,4
lead_5549,asset,Follow up,4
lead_5550,asset,Follow up,4
lead_5551,asset,Follow up,4
lead_5552,asset,Follow up,4
lead_5553,asset,Follow up,4
lead_5554,asset,Follow up,4
lead_5555,asset,Follow up,4
lead_5556,asset,Follow up,4
lead_5557,asset,Follow up,4
lead_5558,asset,Follow up,4
lead_5559,asset,Follow up,4
lead_5560,asset,Follow up,4
lead_5561,asset,Follow up,4
lead_5562,asset,Follow up,4
lead_5563,asset,Follow up,4
lead_5564,asset,Follow up,4
lead_5565,asset,Follow up,4
lead_5566,asset,Follow up,4
lead_5567,asset,Follow up,4
lead_5568,asset,Follow up,4
lead_5569,asset,Follow up,4
lead_5570,asset,Follow up,4
lead_5571,asset,Follow up,4
lead_5572,asset,Follow up,4
lead_5573,asset,Follow up,4
lead_5574,asset,Follow up,4
lead_5575,asset,Follow up,4
lead_5576,asset,Follow up,4
lead_5577,asset,Follow up,4
lead_5578,asset,Follow up,4
lead_5579,asset,Follow up,4
lead_5580,asset,Follow up,4
lead_5581,asset,Follow up,4
lead_5582,asset,Follow up,4
lead_5583,asset,Follow up,4
lead_5584,asset,Follow up,4
lead_5585,asset,Follow up,4
lead_5586,asset,Follow up,4
lead_5587,asset,Follow up,4
lead_5588,asset,Follow up,4
lead_5589,asset,Follow up,4
lead_5590,asset,Follow up,4
lead_5591,asset,Follow up,4
lead_5592,asset,Follow up,3
lead_5593,asset,Follow up,5
lead_5594,asset,Follow up,5
lead_5595,asset,Follow up,5
lead_5596,asset,Follow up,5
lead_5597,asset,Follow up,5
lead_5598,asset,Follow up,5
lead_5599,asset,Follow up,5
lead_5600,asset,Follow up,5
lead_5601,asset,Follow up,5
lead_5602,asset,Follow up,4
lead_5603,asset,Follow up,5
lead_5604,asset,Follow up,5
lead_5605,asset,Follow up,5
lead_5606,asset,Follow up,5
lead_5607,asset,Follow up,5
lead_5608,asset,Follow up,5
lead_5609,asset,Follow up,5
lead_5610,asset,Follow up,5
lead_5611,asset,Follow up,5
lead_5612,asset,Follow up,5
lead_5613,asset,Follow up,5
lead_5614,asset,Follow up,5
lead_5615,asset,Follow up,5
lead_5616,asset,Follow up,5
lead_5617,asset,Follow up,5
lead_5618,asset,Follow up,5
lead_5619,asset,Follow up,5
lead_5620,asset,Follow up,5
lead_5621,asset,Follow up,5
lead_5622,asset,Follow up,5
lead_5623,asset,Follow up,5
lead_5624,asset,Follow up,4
lead_5625,asset,Follow up,5
lead_5626,asset,Follow up,4
lead_5627,asset,Follow up,5
lead_5628,asset,Follow up,5
lead_5629,asset,Follow up,5
lead_5630,asset,Follow up,5
lead_5631,asset,Follow up,5
lead_5632,asset,Follow up,5
lead_5633,asset,Follow up,5
lead_5634,asset,Follow up,5
lead_5635,asset,Follow up,4
lead_5636,asset,Follow up,3
lead_5637,asset,Follow up,5
lead_5638,asset,Follow up,5
lead_5639,asset,Follow up,5
lead_5640,asset,Follow up,5
lead_5641,asset,Follow up,5
lead_5642,asset,Follow up,5
lead_5643,asset,Follow up,5
lead_5644,asset,Follow up,5
lead_5645,asset,Follow up,5
lead_5646,asset,Follow up,5
lead_5647,asset,Follow up,5
lead_5648,asset,Follow up,5
lead_5649,asset,Follow up,5
lead_5650,asset,Follow up,5
lead_5651,asset,Follow up,4
lead_5652,asset,Follow up,4
lead_5653,asset,Follow up,5
lead_5654,asset,Follow up,5
lead_5655,asset,Follow up,5
lead_5656,asset,Follow up,5
lead_5657,asset,Follow up,5
lead_5658,asset,Follow up,5
lead_5659,asset,Follow up,5
lead_5660,asset,Follow up,5
lead_5661,asset,Follow up,5
lead_5662,asset,Follow up,5
lead_5663,asset,Follow up,5
lead_5664,asset,Follow up,5
lead_5665,asset,Follow up,3
lead_5666,asset,Follow up,5
lead_5667,asset,Follow up,5
lead_5668,asset,Follow up,5
lead_5669,asset,Follow up,5
lead_5670,asset,Follow up,5
lead_5671,asset,Follow up,4
lead_5672,asset,Follow up,4
lead_5673,asset,Follow up,4
lead_5674,asset,Follow up,4
lead_5675,asset,Follow up,4
lead_5676,asset,Follow up,5
lead_5677,asset,Follow up,5
lead_5678,asset,Follow up,5
lead_5679,asset,Follow up,5
lead_5680,asset,Follow up,5
lead_5681,asset,Follow up,5
lead_5682,asset,Follow up,5
lead_5683,asset,Follow up,5
lead_5684,asset,Follow up,5
lead_5685,asset,Follow up,5
lead_5686,asset,Follow up,5
lead_5687,asset,Follow up,5
lead_5688,asset,Follow up,3
lead_5689,asset,Follow up,5
lead_5690,asset,Follow up,5
lead_5691,asset,Follow up,5
lead_5692,asset,Follow up,5
lead_5693,asset,Follow up,5
lead_5694,asset,Follow up,5
lead_5695,asset,Follow up,5
lead_5696,asset,Follow up,5
lead_5697,asset,Follow up,5
lead_5698,asset,Follow up,5
lead_5699,asset,Follow up,5
lead_5700,asset,Follow up,5
lead_5701,asset,Follow up,5
lead_5702,asset,Follow up,5
lead_5703,asset,Follow up,5
lead_5704,asset,Follow up,5
lead_5705,asset,Follow up,5
lead_5706,asset,Follow up,5
lead_5707,asset,Follow up,5
lead_5708,asset,Follow up,5
lead_5709,asset,Follow up,5
lead_5710,asset,Follow up,4
lead_5711,asset,Follow up,4
lead_5712,asset,Follow up,4
lead_5713,asset,Follow up,5
lead_5714,asset,Follow up,5
lead_5715,asset,Follow up,5
lead_5716,asset,Follow up,5
lead_5717,asset,Follow up,5
lead_5718,asset,Follow up,5
lead_5719,asset,Follow up,2
lead_5720,asset,Follow up,5
lead_5721,asset,Follow up,5
lead_5722,asset,Follow up,5
lead_5723,asset,Follow up,5
lead_5724,asset,Follow up,5
lead_5725,asset,Follow up,5
lead_5726,asset,Follow up,5
lead_5727,asset,Follow up,5
lead_5728,asset,Follow up,5
lead_5729,asset,Follow up,5
lead_5730,asset,Follow up,5
lead_5731,asset,Follow up,5
lead_5732,asset,Follow up,5
lead_5733,asset,Follow up,3
lead_5734,asset,Follow up,3
lead_5735,asset,Follow up,3
lead_5736,asset,Follow up,3
lead_5737,asset,Follow up,3
lead_5738,asset,Follow up,3
lead_5739,asset,Follow up,3
lead_5740,asset,Follow up,3
lead_5741,asset,Follow up,3
lead_5742,asset,Follow up,3
lead_5743,asset,Follow up,3
lead_5744,asset,Follow up,3
lead_5745,asset,Follow up,3
lead_5746,asset,Follow up,3
lead_5747,asset,Follow up,3
lead_5748,asset,Follow up,3
lead_5749,asset,Follow up,3
lead_5750,asset,Follow up,3
lead_5751,asset,Follow up,3
lead_5752,asset,Follow up,3
lead_5753,asset,Follow up,3
lead_5754,asset,Follow up,3
lead_5755,asset,Follow up,3
lead_5756,asset,Follow up,3
lead_5757,asset,Follow up,3
lead_5758,asset,Follow up,3
lead_5759,asset,Follow up,3
lead_5760,asset,Follow up,3
lead_5761,asset,Follow up,3
lead_5762,asset,Follow up,3
lead_5763,asset,Follow up,3
lead_5764,asset,Follow up,3
lead_5765,asset,Follow up,3
lead_5766,asset,Follow up,3
lead_5767,asset,Follow up,3
lead_5768,asset,Follow up,3
lead_5769,asset,Follow up,3
lead_5770,asset,Follow up,3
lead_5771,asset,Follow up,3
lead_5772,asset,Follow up,3
lead_5773,asset,Follow up,3
lead_5774,asset,Follow up,3
lead_5775,asset,Follow up,4
lead_5776,asset,Follow up,3
lead_5777,asset,Follow up,3
lead_5778,asset,Follow up,3
lead_5779,asset,Follow up,3
lead_5780,asset,Follow up,3
lead_5781,asset,Follow up,3
lead_5782,asset,Follow up,3
lead_5783,asset,Follow up,3
lead_5784,asset,Follow up,3
lead_5785,asset,Follow up,4
lead_5786,asset,Follow up,4
lead_5787,asset,Follow up,4
lead_5788,asset,Follow up,3
lead_5789,asset,Follow up,3
lead_5790,asset,Follow up,3
lead_5791,asset,Follow up,3
lead_5792,asset,Follow up,3
lead_5793,asset,Follow up,3
lead_5794,asset,Follow up,3
lead_5795,asset,Follow up,3
lead_5796,asset,Follow up,3
lead_5797,asset,Follow up,3
lead_5798,asset,Follow up,3
lead_5799,asset,Follow up,3
lead_5800,asset,Follow up,3
lead_5801,asset,Follow up,5
lead_5802,asset,Follow up,5
lead_5803,asset,Follow up,5
lead_5804,asset,Follow up,4
lead_5805,asset,Follow up,4
lead_5806,asset,Follow up,4
lead_5807,asset,Follow up,4
lead_5808,asset,Follow up,5
lead_5809,asset,Follow up,5
lead_5810,asset,Follow up,5
lead_5811,asset,Follow up,5
lead_5812,asset,Follow up,5
lead_5813,asset,Follow up,5
lead_5814,asset,Follow up,5
lead_5815,asset,Follow up,3
lead_5816,asset,Follow up,3
lead_5817,asset,Follow up,3
lead_5818,asset,Follow up,3
lead_5819,asset,Follow up,3
lead_5820,asset,Follow up,5
lead_5821,asset,Follow up,5
lead_5822,asset,Follow up,4
lead_5823,asset,Follow up,5
lead_5824,asset,Follow up,5
lead_5825,asset,Follow up,5
lead_5826,asset,Follow up,5
lead_5827,asset,Follow up,5
lead_5828,asset,Follow up,5
lead_5829,asset,Follow up,5
lead_5830,asset,Follow up,5
lead_5831,asset,Follow up,5
lead_5832,asset,Follow up,5
lead_5833,asset,Follow up,5
lead_5834,asset,Follow up,5
lead_5835,asset,Follow up,4
lead_5836,asset,Follow up,5
lead_5837,asset,Follow up,3
lead_5838,asset,Follow up,3
lead_5839,asset,Follow up,5
lead_5840,asset,Follow up,5
lead_5841,asset,Follow up,3
lead_5842,asset,Follow up,5
lead_5843,asset,Follow up,3
lead_5844,asset,Follow up,3
lead_5845,asset,Follow up,3
lead_5846,asset,Follow up,3
lead_5847,asset,Follow up,3
lead_5848,asset,Follow up,3
lead_5849,asset,Follow up,4
lead_5850,asset,Follow up,3
lead_5851,asset,Follow up,3
lead_5852,asset,Follow up,3
lead_5853,asset,Follow up,3
lead_5854,asset,Follow up,3
lead_5855,asset,Follow up,3
lead_5856,asset,Follow up,3
lead_5857,asset,Follow up,3
lead_5858,asset,Follow up,3
lead_5859,asset,Follow up,5
lead_5860,asset,Follow up,3
lead_5861,asset,Follow up,4
lead_5862,asset,Follow up,5
lead_5863,asset,Follow up,3
lead_5864,asset,Follow up,3
lead_5865,asset,Follow up,3
lead_5866,asset,Follow up,3
lead_5867,asset,Follow up,5
lead_5868,asset,Follow up,5
lead_5869,asset,Follow up,5
lead_5870,asset,Follow up,6
lead_5871,asset,Follow up,6
lead_5872,asset,Follow up,5
lead_5873,asset,Follow up,5
lead_5874,asset,Follow up,5
lead_5875,asset,Follow up,5
lead_5876,asset,Follow up,5
lead_5877,asset,Follow up,5
lead_5878,asset,Follow up,5
lead_5879,asset,Follow up,5
lead_5880,asset,Follow up,5
lead_5881,asset,Follow up,5
lead_5882,asset,Follow up,5
lead_5883,asset,Follow up,5
lead_5884,asset,Follow up,6
lead_5885,asset,Follow up,5
lead_5886,asset,Follow up,5
lead_5887,asset,Follow up,5
lead_5888,asset,Follow up,5
lead_5889,asset,Follow up,5
lead_5890,asset,Follow up,5
lead_5891,asset,Follow up,5
lead_5892,asset,Follow up,5
lead_5893,asset,Follow up,5
lead_5894,asset,Follow up,5
lead_5895,asset,Follow up,5
lead_5896,asset,Follow up,6
lead_5897,asset,Follow up,5
lead_5898,asset,Follow up,5
lead_5899,asset,Follow up,5
lead_5900,asset,Follow up,5
lead_5901,asset,Follow up,5
lead_5902,asset,Follow up,5
lead_5903,asset,Follow up,5
lead_5904,asset,Follow up,5
lead_5905,asset,Follow up,5
lead_5906,asset,Follow up,6
lead_5907,asset,Follow up,5
lead_5908,asset,Follow up,5
lead_5909,asset,Follow up,5
lead_5910,asset,Follow up,5
lead_5911,asset,Follow up,5
lead_5912,asset,Follow up,5
lead_5913,asset,Follow up,6
lead_5914,asset,Follow up,6
lead_5915,asset,Follow up,6
lead_5916,asset,Follow up,5
lead_5917,asset,Follow up,5
lead_5918,asset,Follow up,5
lead_5919,asset,Follow up,5
lead_5920,asset,Follow up,5
lead_5921,asset,Follow up,5
lead_5922,asset,Follow up,5
lead_5923,asset,Follow up,5
lead_5924,asset,Follow up,5
lead_5925,asset,Follow up,5
lead_5926,asset,Follow up,6
lead_5927,asset,Follow up,5
lead_5928,asset,Follow up,5
lead_5929,asset,Follow up,5
lead_5930,asset,Follow up,5
lead_5931,asset,Follow up,5
lead_5932,asset,Follow up,5
lead_5933,asset,Follow up,5
lead_5934,asset,Follow up,5
lead_5935,asset,Follow up,5
lead_5936,asset,Follow up,5
lead_5937,asset,Follow up,5
lead_5938,asset,Follow up,5
lead_5939,asset,Follow up,5
lead_5940,asset,Follow up,5
lead_5941,asset,Follow up,6
lead_5942,asset,Follow up,6
lead_5943,asset,Follow up,5
lead_5944,asset,Follow up,5
lead_5945,asset,Follow up,5
lead_5946,asset,Follow up,5
lead_5947,asset,Follow up,5
lead_5948,asset,Follow up,5
lead_5949,asset,Follow up,5
lead_5950,asset,Follow up,5
lead_5951,asset,Follow up,5
lead_5952,asset,Follow up,5
lead_5953,asset,Follow up,5
lead_5954,asset,Follow up,5
lead_5955,asset,Follow up,5
lead_5956,asset,Follow up,5
lead_5957,asset,Follow up,5
lead_5958,asset,Follow up,5
lead_5959,asset,Follow up,5
lead_5960,asset,Follow up,5
lead_5961,asset,Follow up,5
lead_5962,asset,Follow up,5
lead_5963,asset,Follow up,5
lead_5964,asset,Follow up,5
lead_5965,asset,Follow up,5
lead_5966,asset,Follow up,5
lead_5967,asset,Follow up,5
lead_5968,asset,Follow up,6
lead_5969,asset,Follow up,5
lead_5970,asset,Follow up,5
lead_5971,asset,Follow up,5
lead_5972,asset,Follow up,5
lead_5973,asset,Follow up,5
lead_5974,asset,Follow up,5
lead_5975,asset,Follow up,5
lead_5976,asset,Follow up,5
lead_5977,asset,Follow up,5
lead_5978,asset,Follow up,5
lead_5979,asset,Follow up,5
lead_5980,asset,Follow up,5
lead_5981,asset,Follow up,5
lead_5982,asset,Follow up,5
lead_5983,asset,Follow up,5
lead_5984,asset,Follow up,5
lead_5985,asset,Follow up,5
lead_5986,asset,Follow up,5
lead_5987,asset,Follow up,6
lead_5988,asset,Follow up,5
lead_5989,asset,Follow up,5
lead_5990,asset,Follow up,5
lead_5991,asset,Follow up,5
lead_5992,asset,Follow up,5
lead_5993,asset,Follow up,5
lead_5994,asset,Follow up,5
lead_5995,asset,Follow up,5
lead_5996,asset,Follow up,5
lead_5997,asset,Follow up,5
lead_5998,asset,Follow up,5
lead_5999,asset,Follow up,5
lead_6000,asset,Follow up,5
lead_6001,asset,Follow up,5
lead_6002,asset,Follow up,6
lead_6003,asset,Follow up,4
lead_6004,asset,Follow up,5
lead_6005,asset,Follow up,5
lead_6006,asset,Follow up,5
lead_6007,asset,Follow up,5
lead_6008,asset,Follow up,5
lead_6009,asset,Follow up,5
lead_6010,asset,Follow up,5
lead_6011,asset,Follow up,5
lead_6012,asset,Follow up,5
lead_6013,asset,Follow up,5
lead_6014,asset,Follow up,5
lead_6015,asset,Follow up,5
lead_6016,asset,Follow up,5
lead_6017,asset,Follow up,5
lead_6018,asset,Follow up,5
lead_6019,asset,Follow up,5
lead_6020,asset,Follow up,5
lead_6021,asset,Follow up,5
lead_6022,asset,Follow up,5
lead_6023,asset,Follow up,5
lead_6024,asset,Follow up,5
lead_6025,asset,Follow up,5
lead_6026,asset,Follow up,5
lead_6027,asset,Follow up,5
lead_6028,asset,Follow up,6
lead_6029,asset,Follow up,5
lead_6030,asset,Follow up,5
lead_6031,asset,Follow up,5
lead_6032,asset,Follow up,5
lead_6033,asset,Follow up,5
lead_6034,asset,Follow up,5
lead_6035,asset,Follow up,5
lead_6036,asset,Follow up,5
lead_6037,asset,Follow up,6
lead_6038,asset,Follow up,6
lead_6039,asset,Follow up,5
lead_6040,asset,Follow up,5
lead_6041,asset,Follow up,5
lead_6042,asset,Follow up,5
lead_6043,asset,Follow up,5
lead_6044,asset,Follow up,4
lead_6045,asset,Follow up,5
lead_6046,asset,Follow up,5
lead_6047,asset,Follow up,5
lead_6048,asset,Follow up,5
lead_6049,asset,Follow up,5
lead_6050,asset,Follow up,4
lead_6051,asset,Follow up,5
lead_6052,asset,Follow up,5
lead_6053,asset,Follow up,3
lead_6054,asset,Follow up,5
lead_6055,asset,Follow up,5
lead_6056,asset,Follow up,5
lead_6057,asset,Follow up,5
lead_6058,asset,Follow up,5
lead_6059,asset,Follow up,5
lead_6060,asset,Follow up,6
lead_6061,asset,Follow up,6
lead_6062,asset,Follow up,5
lead_6063,asset,Follow up,5
lead_6064,asset,Follow up,5
lead_6065,asset,Follow up,5
lead_6066,asset,Follow up,5
lead_6067,asset,Follow up,5
lead_6068,asset,Follow up,5
lead_6069,asset,Follow up,5
lead_6070,asset,Follow up,5
lead_6071,asset,Follow up,5
lead_6072,asset,Follow up,3
lead_6073,asset,Follow up,5
lead_6074,asset,Follow up,5
lead_6075,asset,Follow up,5
lead_6076,asset,Follow up,5
lead_6077,asset,Follow up,5
lead_6078,asset,Follow up,5
lead_6079,asset,Follow up,4
lead_6080,asset,Follow up,5
lead_6081,asset,Follow up,5
lead_6082,asset,Follow up,5
lead_6083,asset,Follow up,5
lead_6084,asset,Follow up,5
lead_6085,asset,Follow up,5
lead_6086,asset,Follow up,5
lead_6087,asset,Follow up,5
lead_6088,asset,Follow up,5
lead_6089,asset,Follow up,5
lead_6090,asset,Follow up,5
lead_6091,asset,Follow up,5
lead_6092,asset,Follow up,5
lead_6093,asset,Follow up,5
lead_6094,asset,Follow up,5
lead_6095,asset,Follow up,5
lead_6096,asset,Follow up,5
lead_6097,asset,Follow up,5
lead_6098,asset,Follow up,5
lead_6099,asset,Follow up,5
lead_6100,asset,Follow up,5
lead_6101,asset,Follow up,5
lead_6102,asset,Follow up,5
lead_6103,asset,Follow up,5
lead_6104,asset,Follow up,5
lead_6105,asset,Follow up,5
lead_6106,asset,Follow up,5
lead_6107,asset,Follow up,5
lead_6108,asset,Follow up,5
lead_6109,asset,Follow up,5
lead_6110,asset,Follow up,5
lead_6111,asset,Follow up,5
lead_6112,asset,Follow up,5
lead_6113,asset,Follow up,5
lead_6114,asset,Follow up,5
lead_6115,asset,Follow up,5
lead_6116,asset,Follow up,5
lead_6117,asset,Follow up,5
lead_6118,asset,Follow up,2
lead_6119,asset,Follow up,5
lead_6120,asset,Follow up,5
lead_6121,asset,Follow up,5
lead_6122,asset,Follow up,5
lead_6123,asset,Follow up,5
lead_6124,asset,Follow up,6
lead_6125,asset,Follow up,5
lead_6126,asset,Follow up,5
lead_6127,asset,Follow up,5
lead_6128,asset,Follow up,5
lead_6129,asset,Follow up,2
lead_6130,asset,Follow up,5
lead_6131,asset,Follow up,5
lead_6132,asset,Follow up,6
lead_6133,asset,Follow up,5
lead_6134,asset,Follow up,6
lead_6135,asset,Follow up,5
lead_6136,asset,Follow up,5
lead_6137,asset,Follow up,2
lead_6138,asset,Follow up,5
lead_6139,asset,Follow up,5
lead_6140,asset,Follow up,5
lead_6141,asset,Follow up,5
lead_6142,asset,Follow up,5
lead_6143,asset,Follow up,6
lead_6144,asset,Follow up,6
lead_6145,asset,Follow up,6
lead_6146,asset,Follow up,6
lead_6147,asset,Follow up,6
lead_6148,asset,Follow up,6
lead_6149,asset,Follow up,6
lead_6150,asset,Follow up,6
lead_6151,asset,Follow up,6
lead_6152,asset,Follow up,6
lead_6153,asset,Follow up,6
lead_6154,asset,Follow up,6
lead_6155,asset,Follow up,6
lead_6156,asset,Follow up,6
lead_6157,asset,Follow up,6
lead_6158,asset,Follow up,6
lead_6159,asset,Follow up,6
lead_6160,asset,Follow up,6
lead_6161,asset,Follow up,6
lead_6162,asset,Follow up,6
lead_6163,asset,Follow up,6
lead_6164,asset,Follow up,6
lead_6165,asset,Follow up,6
lead_6166,asset,Follow up,6
lead_6167,asset,Follow up,6
lead_6168,asset,Follow up,6
lead_6169,asset,Follow up,6
lead_6170,asset,Follow up,6
lead_6171,asset,Follow up,6
lead_6172,asset,Follow up,6
lead_6173,asset,Follow up,6
lead_6174,asset,Follow up,6
lead_6175,asset,Follow up,6
lead_6176,asset,Follow up,6
lead_6177,asset,Follow up,6
lead_6178,asset,Follow up,4
lead_6179,asset,Follow up,4
lead_6180,asset,Follow up,4
lead_6181,asset,Follow up,3
lead_6182,asset,Follow up,4
lead_6183,asset,Follow up,4
lead_6184,asset,Follow up,4
lead_6185,asset,Follow up,4
lead_6186,asset,Follow up,4
lead_6187,asset,Follow up,3
lead_6188,asset,Follow up,3
lead_6189,asset,Follow up,4
lead_6190,asset,Follow up,4
lead_6191,asset,Follow up,3
lead_6192,asset,Follow up,3
lead_6193,asset,Follow up,3
lead_6194,asset,Follow up,6
lead_6195,asset,Follow up,6
lead_6196,asset,Follow up,6
lead_6197,asset,Follow up,6
lead_6198,asset,Follow up,6
lead_6199,asset,Follow up,6
lead_6200,asset,Follow up,6
lead_6201,asset,Follow up,4
lead_6202,asset,Follow up,4
lead_6203,asset,Follow up,4
lead_6204,asset,Follow up,3
lead_6205,asset,Follow up,4
lead_6206,asset,Follow up,4
lead_6207,asset,Follow up,4
lead_6208,asset,Follow up,4
lead_6209,asset,Follow up,4
lead_6210,asset,Follow up,6
lead_6211,asset,Follow up,6
lead_6212,asset,Follow up,3
lead_6213,asset,Follow up,3
lead_6214,asset,Follow up,4
lead_6215,asset,Follow up,3
lead_6216,asset,Follow up,4
lead_6217,asset,Follow up,6
lead_6218,asset,Follow up,4
lead_6219,asset,Follow up,4
lead_6220,asset,Follow up,6
lead_6221,asset,Follow up,3
lead_6222,asset,Follow up,4
lead_6223,asset,Follow up,6
lead_6224,asset,Follow up,4
lead_6225,asset,Follow up,4
lead_6226,asset,Follow up,3
lead_6227,asset,Follow up,6
lead_6228,asset,Follow up,6
lead_6229,asset,Follow up,3
lead_6230,asset,Follow up,4
lead_6231,asset,Follow up,4
lead_6232,asset,Follow up,3
lead_6233,asset,Follow up,6
lead_6234,asset,Follow up,3
lead_6235,asset,Follow up,3
lead_6236,asset,Follow up,4
lead_6237,asset,Follow up,3
lead_6238,asset,Follow up,3
lead_6239,asset,Follow up,3
lead_6240,asset,Follow up,3
lead_6241,asset,Follow up,4
lead_6242,asset,Follow up,4
lead_6243,asset,Follow up,6
lead_6244,asset,Follow up,3
lead_6245,asset,Follow up,3
lead_6246,asset,Follow up,3
lead_6247,asset,Follow up,3
lead_6248,asset,Follow up,4
lead_6249,asset,Follow up,4
lead_6250,asset,Follow up,4
lead_6251,asset,Follow up,4
lead_6252,asset,Follow up,6
lead_6253,asset,Follow up,6
lead_6254,asset,Follow up,3
lead_6255,asset,Follow up,4
lead_6256,asset,Follow up,6
lead_6257,asset,Follow up,3
lead_6258,asset,Follow up,6
lead_6259,asset,Follow up,6
lead_6260,asset,Follow up,3
lead_6261,asset,Follow up,6
lead_6262,asset,Follow up,3
lead_6263,asset,Follow up,3
lead_6264,asset,Follow up,6
lead_6265,asset,Follow up,6
lead_6266,asset,Follow up,6
lead_6267,asset,Follow up,6
lead_6268,asset,Follow up,3
lead_6269,asset,Follow up,3
lead_6270,asset,Follow up,4
lead_6271,asset,Follow up,3
lead_6272,asset,Follow up,3
lead_6273,asset,Follow up,3
lead_6274,asset,Follow up,3
lead_6275,asset,Follow up,3
lead_6276,asset,Follow up,6
lead_6277,asset,Follow up,6
lead_6278,asset,Follow up,6
lead_6279,asset,Follow up,3
lead_6280,asset,Follow up,6
lead_6281,asset,Follow up,4
lead_6282,asset,Follow up,6
lead_6283,asset,Follow up,6
lead_6284,asset,Follow up,6
lead_6285,asset,Follow up,3
lead_6286,asset,Follow up,3
lead_6287,asset,Follow up,5
lead_6288,asset,Follow up,5
lead_6289,asset,Follow up,5
lead_6290,asset,Follow up,5
lead_6291,asset,Follow up,5
lead_6292,asset,Follow up,5
lead_6293,asset,Follow up,5
lead_6294,asset,Follow up,5
lead_6295,asset,Follow up,3
lead_6296,asset,Follow up,5
lead_6297,asset,Follow up,3
lead_6298,asset,Follow up,5
lead_6299,asset,Follow up,6
lead_6300,asset,Follow up,5
lead_6301,asset,Follow up,5
lead_6302,asset,Follow up,5
lead_6303,asset,Follow up,6
lead_6304,asset,Follow up,3
lead_6305,asset,Follow up,5
lead_6306,asset,Follow up,5
lead_6307,asset,Follow up,6
lead_6308,asset,Follow up,5
lead_6309,asset,Follow up,5
lead_6310,asset,Follow up,5
lead_6311,asset,Follow up,6
lead_6312,asset,Follow up,6
lead_6313,asset,Follow up,5
lead_6314,asset,Follow up,5
lead_6315,asset,Follow up,5
lead_6316,asset,Follow up,3
lead_6317,asset,Follow up,6
lead_6318,asset,Follow up,5
lead_6319,asset,Follow up,6
lead_6320,asset,Follow up,6
lead_6321,asset,Follow up,5
lead_6322,asset,Follow up,5
lead_6323,asset,Follow up,5
lead_6324,asset,Follow up,5
lead_6325,asset,Follow up,5
lead_6326,asset,Follow up,5
lead_6327,asset,Follow up,5
lead_6328,asset,Follow up,5
lead_6329,asset,Follow up,5
lead_6330,asset,Follow up,5
lead_6331,asset,Follow up,5
lead_6332,asset,Follow up,5
lead_6333,asset,Follow up,5
lead_6334,asset,Follow up,6
lead_6335,asset,Follow up,5
lead_6336,asset,Follow up,5
lead_6337,asset,Follow up,5
lead_6338,asset,Follow up,6
lead_6339,asset,Follow up,5
lead_6340,asset,Follow up,5
lead_6341,asset,Follow up,5
